D,S,J,Q,ho_ratio,do_ratio,hc_ratio,hz_ratio,du_ratio,Hi,y
500,40000,4.7,20,0.67,0.47,2.5,2.5,0.58892,8,19.9751091
500,40000,4.7,20,0.67,0.47,2.5,2.5,0.58892,9,21.1305695
500,40000,4.7,20,0.67,0.47,2.5,2.5,0.58892,10,24.0106506
500,40000,4.7,20,0.67,0.47,2.5,2.5,0.58892,11,28
500,40000,4.7,20,0.67,0.47,2.5,2.5,0.58892,12,28.9
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,1,0
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,2,26.3995209
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,3,21.5940495
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,4,23.2092609
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,5,26.5064793
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,6,27.2103405
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,7,26.6790409
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,8,28.7294903
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,9,29.6407108
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,10,28.6842098
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,11,34.5
500,40000,4.7,25,0.67,0.47,2.5,2.5,0.58892,12,38.4
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,1,0
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,2,31.9036999
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,3,25.5634804
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,4,27.7606201
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,5,32.3672218
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,6,32.7051888
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,7,27.4138699
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,8,31.9249401
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,9,32.4784889
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,10,37.0020103
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,11,42.2
500,40000,4.7,30,0.67,0.47,2.5,2.5,0.58892,12,44
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,1,0
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,2,38.4511299
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,3,39.1099281
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,4,36.8679504
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,5,41.4856682
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,6,33.1243896
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,7,37.370121
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,8,36.1387405
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,9,41.1837082
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,10,46.7727699
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,11,50.3
500,40000,4.7,35,0.67,0.47,2.5,2.5,0.58892,12,56.5
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,2,8.42292786
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,3,7.86184978
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,4,7.00654507
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,5,6.811728
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,6,6.98450279
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,7,5.96173286
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,8,6.05039406
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,9,7.09918594
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,10,6.69106388
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,11,8.95
500,20000,4.7,10,0.67,0.47,2.5,2.5,0.58892,12,9.64
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,2,12.7609196
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,3,11.3709898
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,4,10.6711597
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,5,10.7502298
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,6,10.9001598
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,7,9.12545586
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,8,8.81522369
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,9,9.90160561
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,10,9.96139717
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,11,13.8
500,20000,4.7,15,0.67,0.47,2.5,2.5,0.58892,12,14.2
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,2,15.6242104
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,3,17.3112602
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,4,14.1997099
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,5,15.3338604
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,6,15.4099798
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,7,14.4543304
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,8,12.2083998
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,9,13.5826302
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,10,13.3227997
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,11,18.7
500,20000,4.7,20,0.67,0.47,2.5,2.5,0.58892,12,23.4
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,2,19.9106903
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,3,20.2862091
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,4,16.4581394
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,5,17.1675091
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,6,17.9643307
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,7,16.7041397
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,8,15.8393803
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,9,17.2222404
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,10,18.3049202
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,11,24
500,20000,4.7,25,0.67,0.47,2.5,2.5,0.58892,12,26.9
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,2,25.3612595
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,3,24.8299198
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,4,23.7039604
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,5,23.4071007
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,6,21.3889408
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,7,21.8446598
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,8,19.34338
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,9,21.4360409
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,10,21.4038601
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,11,29.6
500,20000,4.7,30,0.67,0.47,2.5,2.5,0.58892,12,31.7
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,1,0
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,2,28.1366501
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,3,30.0493698
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,4,23.6956005
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,5,24.1524391
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,6,24.3018494
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,7,23.8352509
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,8,25.9641399
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,9,23.7127304
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,10,26.7309399
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,11,35.2
500,20000,4.7,35,0.67,0.47,2.5,2.5,0.58892,12,39.5
500,60000,4.7,10,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,10,0.67,0.47,3,2,0.67116,2,16.4472103
500,60000,4.7,10,0.67,0.47,3,2,0.67116,3,10.4757404
500,60000,4.7,10,0.67,0.47,3,2,0.67116,4,10.0594597
500,60000,4.7,10,0.67,0.47,3,2,0.67116,5,9.56649208
500,60000,4.7,10,0.67,0.47,3,2,0.67116,6,9.47560501
500,60000,4.7,10,0.67,0.47,3,2,0.67116,7,10.4037304
500,60000,4.7,10,0.67,0.47,3,2,0.67116,8,9.94144535
500,60000,4.7,10,0.67,0.47,3,2,0.67116,9,11.1916304
500,60000,4.7,10,0.67,0.47,3,2,0.67116,10,12.6664
500,60000,4.7,10,0.67,0.47,3,2,0.67116,11,14.8
500,60000,4.7,10,0.67,0.47,3,2,0.67116,12,15
500,60000,4.7,15,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,15,0.67,0.47,3,2,0.67116,2,26.5051994
500,60000,4.7,15,0.67,0.47,3,2,0.67116,3,15.9630404
500,60000,4.7,15,0.67,0.47,3,2,0.67116,4,12.7385302
500,60000,4.7,15,0.67,0.47,3,2,0.67116,5,13.7296305
500,60000,4.7,15,0.67,0.47,3,2,0.67116,6,13.9383297
500,60000,4.7,15,0.67,0.47,3,2,0.67116,7,16.2628498
500,60000,4.7,15,0.67,0.47,3,2,0.67116,8,17.3699493
500,60000,4.7,15,0.67,0.47,3,2,0.67116,9,19.1455002
500,60000,4.7,15,0.67,0.47,3,2,0.67116,10,18.9106407
500,60000,4.7,15,0.67,0.47,3,2,0.67116,11,21.1
500,60000,4.7,15,0.67,0.47,3,2,0.67116,12,24.3
500,60000,4.7,20,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,20,0.67,0.47,3,2,0.67116,2,35.2850914
500,60000,4.7,20,0.67,0.47,3,2,0.67116,3,21.6181202
500,60000,4.7,20,0.67,0.47,3,2,0.67116,4,19.1808796
500,60000,4.7,20,0.67,0.47,3,2,0.67116,5,19.5712109
500,60000,4.7,20,0.67,0.47,3,2,0.67116,6,19.7641697
500,60000,4.7,20,0.67,0.47,3,2,0.67116,7,20.8618698
500,60000,4.7,20,0.67,0.47,3,2,0.67116,8,25.6354198
500,60000,4.7,20,0.67,0.47,3,2,0.67116,9,25.5381699
500,60000,4.7,20,0.67,0.47,3,2,0.67116,10,24.8097
500,60000,4.7,20,0.67,0.47,3,2,0.67116,11,26.3
500,60000,4.7,20,0.67,0.47,3,2,0.67116,12,31.9
500,60000,4.7,25,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,25,0.67,0.47,3,2,0.67116,2,44.3147202
500,60000,4.7,25,0.67,0.47,3,2,0.67116,3,26.9682007
500,60000,4.7,25,0.67,0.47,3,2,0.67116,4,26.4427395
500,60000,4.7,25,0.67,0.47,3,2,0.67116,5,24.8656006
500,60000,4.7,25,0.67,0.47,3,2,0.67116,6,21.45158
500,60000,4.7,25,0.67,0.47,3,2,0.67116,7,27.5864792
500,60000,4.7,25,0.67,0.47,3,2,0.67116,8,33.1977806
500,60000,4.7,25,0.67,0.47,3,2,0.67116,9,28.7762203
500,60000,4.7,25,0.67,0.47,3,2,0.67116,10,28.0359306
500,60000,4.7,25,0.67,0.47,3,2,0.67116,11,38.4
500,60000,4.7,25,0.67,0.47,3,2,0.67116,12,42.2
500,60000,4.7,30,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,30,0.67,0.47,3,2,0.67116,2,49.5732002
500,60000,4.7,30,0.67,0.47,3,2,0.67116,3,33.2450714
500,60000,4.7,30,0.67,0.47,3,2,0.67116,4,31.8876305
500,60000,4.7,30,0.67,0.47,3,2,0.67116,5,32.1740608
500,60000,4.7,30,0.67,0.47,3,2,0.67116,6,27.0504303
500,60000,4.7,30,0.67,0.47,3,2,0.67116,7,39.9182701
500,60000,4.7,30,0.67,0.47,3,2,0.67116,8,40.4360085
500,60000,4.7,30,0.67,0.47,3,2,0.67116,9,40.9357109
500,60000,4.7,30,0.67,0.47,3,2,0.67116,10,45.5005417
500,60000,4.7,30,0.67,0.47,3,2,0.67116,11,42.4
500,60000,4.7,30,0.67,0.47,3,2,0.67116,12,55.3
500,60000,4.7,35,0.67,0.47,3,2,0.67116,1,0
500,60000,4.7,35,0.67,0.47,3,2,0.67116,2,38.1366806
500,60000,4.7,35,0.67,0.47,3,2,0.67116,3,40.6721497
500,60000,4.7,35,0.67,0.47,3,2,0.67116,4,39.7985382
500,60000,4.7,35,0.67,0.47,3,2,0.67116,5,37.5947495
500,60000,4.7,35,0.67,0.47,3,2,0.67116,6,36.0679703
500,60000,4.7,35,0.67,0.47,3,2,0.67116,7,42.4123001
500,60000,4.7,35,0.67,0.47,3,2,0.67116,8,53.5883293
500,60000,4.7,35,0.67,0.47,3,2,0.67116,9,43.6862717
500,60000,4.7,35,0.67,0.47,3,2,0.67116,10,51.9771309
500,60000,4.7,35,0.67,0.47,3,2,0.67116,11,54.6
500,60000,4.7,35,0.67,0.47,3,2,0.67116,12,62.1
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,1,0
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,2,43.3269615
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,3,46.1000519
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,4,40.8319511
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,5,41.0685501
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,6,41.9103813
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,7,43.7671013
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,8,49.3274994
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,9,52.1496811
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,10,58.0907593
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,11,66.656723
500,60000,4.7,37.5,0.67,0.47,2.5,2.5,0.58892,12,64.2114868
