D,S,J,Q,ho_ratio,do_ratio,hc_ratio,hz_ratio,du_ratio,Hi,y
75,1350,4.7,7.5,0.4,0.466666667,2,3,0.506666667,8,8033.162792
75,1350,4.7,7.5,0.4,0.466666667,2,3,0.506666667,9,8714.514258
75,1350,4.7,7.5,0.4,0.466666667,2,3,0.506666667,10,8322.006444
75,1350,4.7,7.5,0.4,0.466666667,2,3,0.506666667,11,10200
75,1350,4.7,7.5,0.4,0.466666667,2,3,0.506666667,12,9280
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,1,0
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,2,9715.52919
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,3,10189.20021
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,4,10651.1619
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,5,9574.843568
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,6,11087.14632
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,7,10093.24025
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,8,11254.44978
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,9,11937.27402
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,10,12069.32012
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,11,14000
75,1350,4.7,10,0.4,0.466666667,2,3,0.506666667,12,13600
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,1,2107.23739
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,2,3788.934462
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,3,3275.730392
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,4,2866.990008
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,5,4017.97863
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,6,3865.659204
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,7,3868.89743
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,8,4869.941
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,9,5090.593422
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,10,5118.585198
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,11,6010
75,1350,4.7,5,0.533333333,0.466666667,2,3,0.506666667,12,5560
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,1,0
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,2,15618.23204
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,3,15134.5199
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,4,17836.22576
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,5,17358.02188
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,6,19766.90198
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,7,21189.45974
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,8,22915.03828
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,9,23631.12616
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,10,24086.58204
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,11,21200
75,1350,4.7,7.5,0.533333333,0.466666667,2,3,0.506666667,12,20300
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,1,2378.445216
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,2,2995.077198
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,3,3106.597996
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,4,3836.044188
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,5,3147.883836
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,6,3501.69238
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,7,4116.745166
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,8,4454.042482
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,9,4786.90713
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,10,4997.402148
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,11,5630
75,1350,4.7,5,0.666666667,0.466666667,2,3,0.506666667,12,6040
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,1,7246.104327
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,2,5608.474024
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,3,5696.71504
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,4,5813.855564
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,5,5006.747362
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,6,6841.640236
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,7,6895.425684
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,8,7728.351562
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,9,8199.301366
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,10,8701.739648
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,11,10300
75,1350,4.7,7.5,0.666666667,0.466666667,2,3,0.506666667,12,9680
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,1,2765.992677
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,2,3044.053418
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,3,3004.659424
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,4,3406.956396
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,5,3318.351124
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,6,3340.728224
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,7,3792.780812
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,8,4384.511768
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,9,4326.858446
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,10,4080.808936
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,11,5840
75,1350,4.7,5,0.8,0.466666667,2,3,0.506666667,12,5580
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,1,2256.91449
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,2,4486.445802
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,3,4905.278124
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,4,4520.478614
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,5,4614.179784
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,6,5389.991014
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,7,5366.486818
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,8,5604.686622
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,9,5942.22461
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,10,6557.249706
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,11,9410
75,1350,4.7,7.5,0.8,0.466666667,2,3,0.506666667,12,9970
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,1,4475.5334
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,2,2502.367432
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,3,2626.71797
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,4,2570.104394
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,5,2572.794824
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,6,2798.232568
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,7,3706.888378
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,8,4315.050584
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,9,4548.722412
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,10,4580.073048
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,11,3860
75,1350,4.7,5,0.933333333,0.466666667,2,3,0.506666667,12,4010
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,1,6798.99316
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,2,5947.52295
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,3,7187.33789
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,4,5740.68408
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,5,6560.3291
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,6,5837.33789
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,7,7898.12012
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,8,8507.95117
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,9,9252.36426
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,10,9383.11133
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,11,10000
75,1350,4.7,7.5,0.933333333,0.466666667,2,3,0.506666667,12,9420
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,1,3559.432525
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,2,4346.152882
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,3,4456.435548
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,4,4651.83828
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,5,4932.169532
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,6,5428.544334
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,7,5976.286914
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,8,6505.641894
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,9,6946.672264
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,10,7394.295996
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,11,7720
75,1350,4.7,5,0.666666667,0.2,2,3,0.506666667,12,6980
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,1,6942.411255
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,2,5730.581936
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,3,7894.673463
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,4,7782.743528
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,5,6590.167968
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,6,9070.421143
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,7,10364.85008
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,8,11737.27003
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,9,12824.70508
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,10,12608.60253
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,11,12500
75,1350,4.7,7.5,0.666666667,0.2,2,3,0.506666667,12,12300
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,1,3509.835935
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,2,4062.533398
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,3,4353.246044
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,4,4544.335254
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,5,4538.896682
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,6,4948.20332
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,7,5519.514844
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,8,5819.53613
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,9,6441.555176
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,10,6638.758886
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,11,7450
75,1350,4.7,5,0.666666667,0.333333333,2,3,0.506666667,12,7530
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,1,6438.47046
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,2,6812.103318
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,3,7108.908692
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,4,7283.810352
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,5,8108.668752
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,6,8445.080666
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,7,9161.284766
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,8,9852.123834
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,9,10391.07089
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,10,10859.20176
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,11,12800
75,1350,4.7,7.5,0.666666667,0.333333333,2,3,0.506666667,12,11800
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,1,1691.671166
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,2,3578.684034
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,3,3228.07539
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,4,2718.881932
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,5,2636.526612
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,6,3076.117772
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,7,2901.381788
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,8,3185.677978
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,9,3398.592382
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,10,3398.991212
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,11,3710
75,1350,4.7,5,0.666666667,0.6,2,3,0.506666667,12,3800
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,1,2472.386232
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,2,5409.35
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,3,5881.17461
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,4,5316.291406
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,5,5467.264162
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,6,5130.948682
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,7,5258.028124
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,8,5827.566016
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,9,6236.937502
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,10,6720.723242
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,11,7070
75,1350,4.7,7.5,0.666666667,0.6,2,3,0.506666667,12,6910
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,1,4390.908006
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,2,3314.648974
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,3,3213.203222
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,4,3629.350196
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,5,3850.362794
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,6,5258.253418
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,7,6098.14336
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,8,6500.498828
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,9,6924.154784
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,10,7727.362012
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,11,8260
75,1350,5.96,5,0.666666667,0.466666667,2,3,0.373333333,12,7410
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,1,5093.85107
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,2,4336.80322
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,3,3882.14697
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,4,3560.62695
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,5,3535.48901
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,6,3585.05298
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,7,4277.56201
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,8,4503.45801
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,9,4136.98779
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,10,4440.77295
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,11,4920
75,1350,3.43,5,0.666666667,0.466666667,2,3,0.64,12,4440
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,1,7266.6001
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,2,7156.52002
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,3,6092.94189
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,4,6365.24512
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,5,7262.79199
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,6,6859.87988
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,7,7538.42383
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,8,7725.48486
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,9,7637.78076
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,10,7499.00977
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,11,8460
75,1350,3.43,7.5,0.666666667,0.466666667,2,3,0.64,12,8770
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,1,10359.5498
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,2,8901.78809
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,3,9563.04688
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,4,8516.56348
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,5,8494.08203
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,6,9031.43066
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,7,10687.0898
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,8,11465.8799
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,9,11884.4697
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,10,11584.9004
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,11,12200
75,1350,3.43,10,0.666666667,0.466666667,2,3,0.64,12,11300
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,1,12969.1797
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,2,12263.8398
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,3,11486.8604
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,4,11973.1699
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,5,12115.0303
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,6,12902.4902
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,7,13769.8701
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,8,13525.21
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,9,14272.4297
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,10,14273.1797
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,11,14800
75,1350,3.43,12.5,0.666666667,0.466666667,2,3,0.64,12,14900
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,1,15599.1602
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,2,14889.9902
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,3,14060.79
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,4,14662.25
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,5,15523.5996
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,6,14294.4199
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,7,16003.8799
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,8,16970.8594
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,9,17692.0605
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,10,18529.4199
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,11,18700
75,1350,3.43,15,0.666666667,0.466666667,2,3,0.64,12,18600
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,1,0
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,2,5050
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,3,3410
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,4,3030
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,5,4340
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,6,2570
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,7,2710
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,8,3010
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,9,3420
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,10,4110
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,11,4300
75,1350,2.16,5,0.666666667,0.466666667,2,3,0.773333333,12,3860
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,1,0
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,2,6490
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,3,6360
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,4,6260
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,5,6450
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,6,4890
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,7,6820
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,8,6230
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,9,6350
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,10,6370
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,11,6940
75,1350,2.16,7.5,0.666666667,0.466666667,2,3,0.773333333,12,6770
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,1,0
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,2,9770
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,3,9480
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,4,9340
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,5,9450
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,6,8550
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,7,8840
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,8,8250
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,9,8230
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,10,9300
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,11,9080
75,1350,2.16,10,0.666666667,0.466666667,2,3,0.773333333,12,8140
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,1,0
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,2,12300
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,3,12000
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,4,12100
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,5,10800
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,6,11800
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,7,11800
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,8,11200
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,9,10900
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,10,10800
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,11,12000
75,1350,2.16,12.5,0.666666667,0.466666667,2,3,0.773333333,12,10700
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,1,0
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,2,15500
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,3,13500
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,4,13100
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,5,13300
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,6,13600
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,7,14200
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,8,15300
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,9,14100
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,10,14200
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,11,14100
75,1350,2.16,15,0.666666667,0.466666667,2,3,0.773333333,12,15100
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,1,0
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,2,3137.85205
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,3,5081.76318
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,4,3748.38403
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,5,3746.11694
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,6,3850.85205
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,7,3618.38989
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,8,4146.90186
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,9,5507.69287
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,10,4881.5708
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,11,5120
75,1350,4.7,5,0.666666667,0.466666667,2.5,2.5,0.5888,12,5670
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,1,0
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,2,4572.89893
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,3,6947.5332
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,4,6276.81982
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,5,6276.81982
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,6,6665.75586
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,7,7402.47021
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,8,7744.04688
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,9,8555.36328
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,10,7877.55908
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,11,9530
75,1350,4.7,7.5,0.666666667,0.466666667,2.5,2.5,0.5888,12,9160
75,1350,4.7,10,0.666666667,0.466666667,2.5,2.5,0.5888,1,0
75,1350,4.7,10,0.666666667,0.466666667,2.5,2.5,0.5888,2,6152.72705
75,1350,4.7,10,0.666666667,0.466666667,2.5,2.5,0.5888,3,9215.49023
75,1350,4.7,10,0.666666667,0.466666667,2.5,2.5,0.5888,4,9652.18848
75,1350,4.7,10,0.666666667,0.466666667,2.5,2.5,0.5888,5,9814.98633
